1a3aA
TM	RMSD	GDTTS	MODEL
0.3018	9.84	28.74	./distfold-jobs/output-1gmxA/1gmxA_2.pdb
0.3197	10.16	28.97	./distfold-jobs/output-1gmxA/1gmxA_17.pdb
0.3270	11.04	30.84	./distfold-jobs/output-1gmxA/1gmxA_12.pdb
1guuA
TM	RMSD	GDTTS	MODEL
0.1075	37.61	15.50	./distfold-jobs/output-1guuA/extended.pdb
0.2219	8.37	36.00	./distfold-jobs/output-1guuA/1guuA_7.pdb
0.2290	9.71	33.00	./distfold-jobs/output-1guuA/1guuA_19.pdb
0.2428	8.57	35.50	./distfold-jobs/output-1guuA/1guuA_3.pdb
0.2693	6.24	43.50	./distfold-jobs/output-1guuA/1guuA_model4.pdb
0.2776	7.61	43.50	./distfold-jobs/output-1guuA/1guuA_4.pdb
0.2779	7.63	42.00	./distfold-jobs/output-1guuA/1guuA_14.pdb
0.2798	6.79	40.50	./distfold-jobs/output-1guuA/1guuA_17.pdb
0.2799	7.39	41.50	./distfold-jobs/output-1guuA/1guuA_model1.pdb
0.2800	7.83	42.00	./distfold-jobs/output-1guuA/1guuA_8.pdb
0.2814	7.00	44.00	./distfold-jobs/output-1guuA/1guuA_13.pdb
0.2828	7.42	41.00	./distfold-jobs/output-1guuA/1guuA_18.pdb
0.2834	8.11	41.50	./distfold-jobs/output-1guuA/1guuA_1.pdb
0.2836	6.67	42.00	./distfold-jobs/output-1guuA/1guuA_6.pdb
0.2850	7.11	42.50	./distfold-jobs/output-1guuA/1guuA_11.pdb
0.2856	7.55	43.50	./distfold-jobs/output-1guuA/1guuA_model5.pdb
0.2880	7.45	42.50	./distfold-jobs/output-1guuA/1guuA_model2.pdb
0.2927	6.59	45.50	./distfold-jobs/output-1guuA/1guuA_model3.pdb
0.3181	9.13	44.50	./distfold-jobs/output-1guuA/1guuA_5.pdb
0.3236	5.25	49.00	./distfold-jobs/output-1guuA/1guuA_9.pdb
0.3434	10.90	43.50	./distfold-jobs/output-1guuA/1guuA_16.pdb
1gz2A
TM	RMSD	GDTTS	MODEL
0.0934	79.78	8.51	./distfold-jobs/output-1gz2A/extended.pdb
0.1791	16.70	16.49	./distfold-jobs/output-1gz2A/1gz2A_2.pdb
0.1885	16.03	16.49	./distfold-jobs/output-1gz2A/1gz2A_model3.pdb
0.1889	16.88	16.85	./distfold-jobs/output-1gz2A/1gz2A_6.pdb
0.1935	17.25	16.67	./distfold-jobs/output-1gz2A/1gz2A_19.pdb
0.1956	15.96	16.67	./distfold-jobs/output-1gz2A/1gz2A_model1.pdb
0.1958	17.57	16.30	./distfold-jobs/output-1gz2A/1gz2A_14.pdb
0.1965	16.20	16.67	./distfold-jobs/output-1gz2A/1gz2A_model2.pdb
0.2011	16.11	17.75	./distfold-jobs/output-1gz2A/1gz2A_4.pdb
0.2013	16.83	17.75	./distfold-jobs/output-1gz2A/1gz2A_9.pdb
0.2019	16.86	17.75	./distfold-jobs/output-1gz2A/1gz2A_13.pdb
0.2019	17.00	17.57	./distfold-jobs/output-1gz2A/1gz2A_model4.pdb
0.2104	17.21	17.39	./distfold-jobs/output-1gz2A/1gz2A_20.pdb
0.2127	15.70	18.66	./distfold-jobs/output-1gz2A/1gz2A_8.pdb
0.2167	17.17	18.12	./distfold-jobs/output-1gz2A/1gz2A_15.pdb
0.2450	12.18	19.57	./distfold-jobs/output-1gz2A/1gz2A_5.pdb
0.2531	10.83	20.65	./distfold-jobs/output-1gz2A/1gz2A_12.pdb
0.2565	11.48	21.38	./distfold-jobs/output-1gz2A/1gz2A_model5.pdb
0.2622	11.59	20.65	./distfold-jobs/output-1gz2A/1gz2A_17.pdb
0.2686	10.98	21.38	./distfold-jobs/output-1gz2A/1gz2A_3.pdb
0.2921	10.04	23.19	./distfold-jobs/output-1gz2A/1gz2A_7.pdb
1gzcA
TM	RMSD	GDTTS	MODEL
0.0806	130.90	5.96	./distfold-jobs/output-1gzcA/extended.pdb
0.2117	22.53	10.77	./distfold-jobs/output-1gzcA/1gzcA_19.pdb
0.2144	21.73	11.61	./distfold-jobs/output-1gzcA/1gzcA_17.pdb
0.2147	21.61	12.13	./distfold-jobs/output-1gzcA/1gzcA_model1.pdb
0.2221	19.86	11.40	./distfold-jobs/output-1gzcA/1gzcA_7.pdb
0.2231	22.91	12.03	./distfold-jobs/output-1gzcA/1gzcA_10.pdb
0.2275	20.71	12.76	./distfold-jobs/output-1gzcA/1gzcA_5.pdb
0.2278	24.28	12.76	./distfold-jobs/output-1gzcA/1gzcA_2.pdb
0.2306	21.79	12.45	./distfold-jobs/output-1gzcA/1gzcA_model5.pdb
0.2343	21.91	12.76	./distfold-jobs/output-1gzcA/1gzcA_model4.pdb
0.2361	19.96	12.45	./distfold-jobs/output-1gzcA/1gzcA_20.pdb
0.2388	22.11	12.76	./distfold-jobs/output-1gzcA/1gzcA_model2.pdb
0.2439	20.47	12.24	./distfold-jobs/output-1gzcA/1gzcA_18.pdb
0.2495	17.45	13.08	./distfold-jobs/output-1gzcA/1gzcA_8.pdb
0.2583	21.47	14.54	./distfold-jobs/output-1gzcA/1gzcA_9.pdb
0.2643	16.84	14.54	./distfold-jobs/output-1gzcA/1gzcA_model3.pdb
0.2697	15.99	13.81	./distfold-jobs/output-1gzcA/1gzcA_1.pdb
0.2727	17.26	14.44	./distfold-jobs/output-1gzcA/1gzcA_11.pdb
0.2806	15.83	14.12	./distfold-jobs/output-1gzcA/1gzcA_4.pdb
0.2832	16.36	14.33	./distfold-jobs/output-1gzcA/1gzcA_16.pdb
0.2878	15.39	15.06	./distfold-jobs/output-1gzcA/1gzcA_13.pdb
1h0pA
TM	RMSD	GDTTS	MODEL
0.0735	103.00	6.32	./distfold-jobs/output-1h0pA/extended.pdb
0.1800	19.63	12.77	./distfold-jobs/output-1h0pA/1h0pA_11.pdb
0.1882	18.92	12.50	./distfold-jobs/output-1h0pA/1h0pA_17.pdb
0.1934	19.55	13.19	./distfold-jobs/output-1h0pA/1h0pA_15.pdb
0.1956	18.78	13.32	./distfold-jobs/output-1h0pA/1h0pA_19.pdb
0.1957	20.39	12.91	./distfold-jobs/output-1h0pA/1h0pA_16.pdb
0.1965	19.41	13.05	./distfold-jobs/output-1h0pA/1h0pA_14.pdb
0.1968	18.91	13.60	./distfold-jobs/output-1h0pA/1h0pA_2.pdb
0.2007	19.43	14.01	./distfold-jobs/output-1h0pA/1h0pA_5.pdb
0.2009	18.98	13.60	./distfold-jobs/output-1h0pA/1h0pA_1.pdb
0.2019	20.82	14.15	./distfold-jobs/output-1h0pA/1h0pA_7.pdb
0.2030	19.10	14.29	./distfold-jobs/output-1h0pA/1h0pA_model3.pdb
0.2042	19.78	14.01	./distfold-jobs/output-1h0pA/1h0pA_18.pdb
0.2180	18.78	15.11	./distfold-jobs/output-1h0pA/1h0pA_10.pdb
0.2833	14.77	18.68	./distfold-jobs/output-1h0pA/1h0pA_9.pdb
0.2859	13.93	20.05	./distfold-jobs/output-1h0pA/1h0pA_model1.pdb
0.2985	16.96	20.05	./distfold-jobs/output-1h0pA/1h0pA_model4.pdb
0.3007	13.24	20.19	./distfold-jobs/output-1h0pA/1h0pA_model5.pdb
0.3114	14.04	21.29	./distfold-jobs/output-1h0pA/1h0pA_model2.pdb
0.3399	14.37	22.25	./distfold-jobs/output-1h0pA/1h0pA_20.pdb
0.3453	13.65	24.31	./distfold-jobs/output-1h0pA/1h0pA_6.pdb
1h2eA
TM	RMSD	GDTTS	MODEL
0.0753	118.70	5.56	./distfold-jobs/output-1h2eA/extended.pdb
0.2237	21.44	15.70	./distfold-jobs/output-1h2eA/1h2eA_model1.pdb
0.2422	20.00	14.61	./distfold-jobs/output-1h2eA/1h2eA_12.pdb
0.2470	20.91	16.18	./distfold-jobs/output-1h2eA/1h2eA_15.pdb
0.2607	22.58	16.18	./distfold-jobs/output-1h2eA/1h2eA_11.pdb
0.2611	21.95	17.63	./distfold-jobs/output-1h2eA/1h2eA_20.pdb
0.2622	20.36	16.06	./distfold-jobs/output-1h2eA/1h2eA_2.pdb
0.2669	21.16	17.15	./distfold-jobs/output-1h2eA/1h2eA_9.pdb
0.2674	20.62	15.94	./distfold-jobs/output-1h2eA/1h2eA_8.pdb
0.2734	23.52	17.15	./distfold-jobs/output-1h2eA/1h2eA_6.pdb
0.2754	20.40	17.27	./distfold-jobs/output-1h2eA/1h2eA_19.pdb
0.2883	20.24	19.44	./distfold-jobs/output-1h2eA/1h2eA_5.pdb
0.2904	19.59	18.36	./distfold-jobs/output-1h2eA/1h2eA_16.pdb
0.2933	20.66	18.00	./distfold-jobs/output-1h2eA/1h2eA_14.pdb
0.2939	22.55	19.57	./distfold-jobs/output-1h2eA/1h2eA_13.pdb
0.2946	18.68	19.20	./distfold-jobs/output-1h2eA/1h2eA_3.pdb
0.3124	22.19	19.44	./distfold-jobs/output-1h2eA/1h2eA_model4.pdb
0.3214	19.97	19.69	./distfold-jobs/output-1h2eA/1h2eA_1.pdb
0.3398	22.02	22.34	./distfold-jobs/output-1h2eA/1h2eA_model5.pdb
0.3437	20.39	22.71	./distfold-jobs/output-1h2eA/1h2eA_model3.pdb
0.3650	20.28	23.19	./distfold-jobs/output-1h2eA/1h2eA_model2.pdb
1h4xA
TM	RMSD	GDTTS	MODEL
0.0948	63.33	9.32	./distfold-jobs/output-1h4xA/extended.pdb
0.2124	15.50	21.36	./distfold-jobs/output-1h4xA/1h4xA_3.pdb
0.2289	13.95	22.73	./distfold-jobs/output-1h4xA/1h4xA_5.pdb
0.2425	15.12	26.59	./distfold-jobs/output-1h4xA/1h4xA_8.pdb
0.2425	17.01	26.59	./distfold-jobs/output-1h4xA/1h4xA_model4.pdb
0.2478	15.81	24.09	./distfold-jobs/output-1h4xA/1h4xA_9.pdb
0.2533	15.30	25.23	./distfold-jobs/output-1h4xA/1h4xA_6.pdb
0.2541	17.52	26.59	./distfold-jobs/output-1h4xA/1h4xA_2.pdb
0.2569	16.78	28.64	./distfold-jobs/output-1h4xA/1h4xA_11.pdb
0.2608	18.02	24.09	./distfold-jobs/output-1h4xA/1h4xA_19.pdb
0.2621	14.93	27.27	./distfold-jobs/output-1h4xA/1h4xA_17.pdb
0.2685	13.81	25.23	./distfold-jobs/output-1h4xA/1h4xA_model5.pdb
0.2809	15.49	27.95	./distfold-jobs/output-1h4xA/1h4xA_7.pdb
0.2906	15.47	27.73	./distfold-jobs/output-1h4xA/1h4xA_20.pdb
0.3182	13.16	30.45	./distfold-jobs/output-1h4xA/1h4xA_13.pdb
0.3189	17.12	29.55	./distfold-jobs/output-1h4xA/1h4xA_18.pdb
0.3209	16.16	32.50	./distfold-jobs/output-1h4xA/1h4xA_10.pdb
0.3216	16.63	32.50	./distfold-jobs/output-1h4xA/1h4xA_model1.pdb
0.3382	17.21	33.86	./distfold-jobs/output-1h4xA/1h4xA_model3.pdb
0.3681	16.62	33.64	./distfold-jobs/output-1h4xA/1h4xA_4.pdb
0.3743	10.37	33.86	./distfold-jobs/output-1h4xA/1h4xA_model2.pdb
1h98A
TM	RMSD	GDTTS	MODEL
0.1011	46.63	12.01	./distfold-jobs/output-1h98A/extended.pdb
0.1678	16.69	19.48	./distfold-jobs/output-1h98A/1h98A_9.pdb
0.1722	14.54	20.78	./distfold-jobs/output-1h98A/1h98A_1.pdb
0.1745	17.98	20.45	./distfold-jobs/output-1h98A/1h98A_17.pdb
0.1751	14.84	22.40	./distfold-jobs/output-1h98A/1h98A_model4.pdb
0.1768	17.22	21.75	./distfold-jobs/output-1h98A/1h98A_5.pdb
0.1774	13.60	20.78	./distfold-jobs/output-1h98A/1h98A_16.pdb
0.1780	17.80	22.40	./distfold-jobs/output-1h98A/1h98A_model1.pdb
0.1812	18.45	21.10	./distfold-jobs/output-1h98A/1h98A_model3.pdb
0.1825	16.54	21.75	./distfold-jobs/output-1h98A/1h98A_19.pdb
0.1845	14.68	23.70	./distfold-jobs/output-1h98A/1h98A_11.pdb
0.1851	18.11	21.10	./distfold-jobs/output-1h98A/1h98A_model2.pdb
0.1862	14.65	25.00	./distfold-jobs/output-1h98A/1h98A_2.pdb
0.1876	16.54	23.05	./distfold-jobs/output-1h98A/1h98A_4.pdb
0.1886	15.20	22.73	./distfold-jobs/output-1h98A/1h98A_20.pdb
0.1899	14.41	22.73	./distfold-jobs/output-1h98A/1h98A_12.pdb
0.1970	14.20	25.00	./distfold-jobs/output-1h98A/1h98A_10.pdb
0.1972	9.42	25.00	./distfold-jobs/output-1h98A/1h98A_14.pdb
0.2040	15.81	26.30	./distfold-jobs/output-1h98A/1h98A_18.pdb
0.2081	18.28	22.40	./distfold-jobs/output-1h98A/1h98A_7.pdb
0.2384	11.89	26.62	./distfold-jobs/output-1h98A/1h98A_model5.pdb
1hdoA
TM	RMSD	GDTTS	MODEL
0.0726	106.50	6.22	./distfold-jobs/output-1hdoA/extended.pdb
0.2397	18.27	16.83	./distfold-jobs/output-1hdoA/1hdoA_3.pdb
0.4181	13.28	29.76	./distfold-jobs/output-1hdoA/1hdoA_20.pdb
0.4215	13.82	28.78	./distfold-jobs/output-1hdoA/1hdoA_17.pdb
0.4363	14.21	29.39	./distfold-jobs/output-1hdoA/1hdoA_1.pdb
0.4368	13.08	28.54	./distfold-jobs/output-1hdoA/1hdoA_11.pdb
0.4437	14.24	29.63	./distfold-jobs/output-1hdoA/1hdoA_9.pdb
0.4459	12.42	29.39	./distfold-jobs/output-1hdoA/1hdoA_14.pdb
0.4466	13.15	29.39	./distfold-jobs/output-1hdoA/1hdoA_18.pdb
0.4467	12.95	30.00	./distfold-jobs/output-1hdoA/1hdoA_13.pdb
0.4472	13.61	29.76	./distfold-jobs/output-1hdoA/1hdoA_2.pdb
0.4490	13.07	29.88	./distfold-jobs/output-1hdoA/1hdoA_4.pdb
0.4578	13.65	30.98	./distfold-jobs/output-1hdoA/1hdoA_5.pdb
0.4655	12.42	30.73	./distfold-jobs/output-1hdoA/1hdoA_6.pdb
0.4671	12.60	31.34	./distfold-jobs/output-1hdoA/1hdoA_model5.pdb
0.4705	12.42	31.46	./distfold-jobs/output-1hdoA/1hdoA_model4.pdb
0.4805	14.16	31.83	./distfold-jobs/output-1hdoA/1hdoA_model3.pdb
0.4838	11.20	32.44	./distfold-jobs/output-1hdoA/1hdoA_19.pdb
0.4873	12.38	32.68	./distfold-jobs/output-1hdoA/1hdoA_model2.pdb
0.4930	13.59	33.05	./distfold-jobs/output-1hdoA/1hdoA_16.pdb
0.5023	12.85	33.17	./distfold-jobs/output-1hdoA/1hdoA_model1.pdb
1hfcA
TM	RMSD	GDTTS	MODEL
0.0773	86.68	7.17	./distfold-jobs/output-1hfcA/extended.pdb
0.2152	18.26	16.72	./distfold-jobs/output-1hfcA/1hfcA_7.pdb
0.2210	16.77	17.36	./distfold-jobs/output-1hfcA/1hfcA_9.pdb
0.2219	17.40	17.36	./distfold-jobs/output-1hfcA/1hfcA_18.pdb
0.2222	19.21	17.99	./distfold-jobs/output-1hfcA/1hfcA_17.pdb
0.2242	19.56	17.20	./distfold-jobs/output-1hfcA/1hfcA_20.pdb
0.2339	18.30	16.08	./distfold-jobs/output-1hfcA/1hfcA_14.pdb
0.2365	17.23	18.47	./distfold-jobs/output-1hfcA/1hfcA_3.pdb
0.2442	13.61	18.47	./distfold-jobs/output-1hfcA/1hfcA_10.pdb
0.2567	19.59	20.70	./distfold-jobs/output-1hfcA/1hfcA_15.pdb
0.2604	13.04	18.95	./distfold-jobs/output-1hfcA/1hfcA_19.pdb
0.2639	17.31	20.06	./distfold-jobs/output-1hfcA/1hfcA_4.pdb
0.2714	13.20	20.22	./distfold-jobs/output-1hfcA/1hfcA_model3.pdb
0.2723	12.36	20.22	./distfold-jobs/output-1hfcA/1hfcA_1.pdb
0.2777	12.79	20.86	./distfold-jobs/output-1hfcA/1hfcA_2.pdb
0.2889	13.78	22.77	./distfold-jobs/output-1hfcA/1hfcA_12.pdb
0.2901	12.87	21.34	./distfold-jobs/output-1hfcA/1hfcA_model4.pdb
0.2902	13.37	22.13	./distfold-jobs/output-1hfcA/1hfcA_11.pdb
0.2912	13.53	22.61	./distfold-jobs/output-1hfcA/1hfcA_model2.pdb
0.2963	12.17	22.29	./distfold-jobs/output-1hfcA/1hfcA_model1.pdb
0.3049	13.01	22.29	./distfold-jobs/output-1hfcA/1hfcA_model5.pdb
1hh8A
TM	RMSD	GDTTS	MODEL
0.0784	109.50	5.73	./distfold-jobs/output-1hh8A/extended.pdb
0.1876	29.75	13.93	./distfold-jobs/output-1hh8A/1hh8A_5.pdb
0.1897	26.72	14.32	./distfold-jobs/output-1hh8A/1hh8A_20.pdb
0.1954	23.90	15.36	./distfold-jobs/output-1hh8A/1hh8A_9.pdb
0.1955	27.22	14.06	./distfold-jobs/output-1hh8A/1hh8A_11.pdb
0.1957	26.17	14.84	./distfold-jobs/output-1hh8A/1hh8A_2.pdb
0.1989	30.63	15.10	./distfold-jobs/output-1hh8A/1hh8A_8.pdb
0.2016	30.36	14.97	./distfold-jobs/output-1hh8A/1hh8A_18.pdb
0.2117	26.50	15.63	./distfold-jobs/output-1hh8A/1hh8A_16.pdb
0.2121	24.22	15.49	./distfold-jobs/output-1hh8A/1hh8A_model2.pdb
0.2136	29.31	14.71	./distfold-jobs/output-1hh8A/1hh8A_4.pdb
0.2147	30.02	16.15	./distfold-jobs/output-1hh8A/1hh8A_7.pdb
0.2185	31.09	15.89	./distfold-jobs/output-1hh8A/1hh8A_12.pdb
0.2191	27.46	15.89	./distfold-jobs/output-1hh8A/1hh8A_10.pdb
0.2210	23.52	15.63	./distfold-jobs/output-1hh8A/1hh8A_model4.pdb
0.2307	26.42	16.02	./distfold-jobs/output-1hh8A/1hh8A_model5.pdb
0.2340	26.72	17.71	./distfold-jobs/output-1hh8A/1hh8A_model1.pdb
0.2366	29.64	16.02	./distfold-jobs/output-1hh8A/1hh8A_14.pdb
0.2461	26.94	17.45	./distfold-jobs/output-1hh8A/1hh8A_17.pdb
0.2659	29.93	20.05	./distfold-jobs/output-1hh8A/1hh8A_3.pdb
0.2762	30.19	20.83	./distfold-jobs/output-1hh8A/1hh8A_model3.pdb
1htwA
TM	RMSD	GDTTS	MODEL
0.0844	91.78	7.12	./distfold-jobs/output-1htwA/extended.pdb
0.2053	16.73	16.46	./distfold-jobs/output-1htwA/1htwA_7.pdb
0.2083	15.55	15.98	./distfold-jobs/output-1htwA/1htwA_19.pdb
0.2151	15.19	16.77	./distfold-jobs/output-1htwA/1htwA_11.pdb
0.2163	15.57	17.72	./distfold-jobs/output-1htwA/1htwA_1.pdb
0.2192	15.60	18.04	./distfold-jobs/output-1htwA/1htwA_4.pdb
0.2220	16.51	17.25	./distfold-jobs/output-1htwA/1htwA_model3.pdb
0.2255	15.23	15.98	./distfold-jobs/output-1htwA/1htwA_14.pdb
0.2279	15.59	17.25	./distfold-jobs/output-1htwA/1htwA_17.pdb
0.2291	16.45	17.09	./distfold-jobs/output-1htwA/1htwA_8.pdb
0.2385	17.80	18.83	./distfold-jobs/output-1htwA/1htwA_2.pdb
0.2393	14.69	18.67	./distfold-jobs/output-1htwA/1htwA_6.pdb
0.2405	15.23	18.67	./distfold-jobs/output-1htwA/1htwA_model1.pdb
0.2420	16.36	18.67	./distfold-jobs/output-1htwA/1htwA_model5.pdb
0.2424	16.92	18.99	./distfold-jobs/output-1htwA/1htwA_model4.pdb
0.2504	15.61	19.46	./distfold-jobs/output-1htwA/1htwA_10.pdb
0.2519	15.33	18.83	./distfold-jobs/output-1htwA/1htwA_9.pdb
0.2524	13.72	18.67	./distfold-jobs/output-1htwA/1htwA_18.pdb
0.2581	17.36	20.09	./distfold-jobs/output-1htwA/1htwA_model2.pdb
0.2585	15.28	20.57	./distfold-jobs/output-1htwA/1htwA_12.pdb
0.2692	15.14	20.25	./distfold-jobs/output-1htwA/1htwA_3.pdb
1hxnA
TM	RMSD	GDTTS	MODEL
0.0685	115.30	5.36	./distfold-jobs/output-1hxnA/extended.pdb
0.1379	27.61	7.98	./distfold-jobs/output-1hxnA/1hxnA_7.pdb
0.1462	25.97	8.57	./distfold-jobs/output-1hxnA/1hxnA_model5.pdb
0.1548	24.11	9.05	./distfold-jobs/output-1hxnA/1hxnA_3.pdb
0.1596	26.90	9.52	./distfold-jobs/output-1hxnA/1hxnA_11.pdb
0.1603	26.11	9.17	./distfold-jobs/output-1hxnA/1hxnA_model4.pdb
0.1623	23.22	9.40	./distfold-jobs/output-1hxnA/1hxnA_model2.pdb
0.1625	24.40	9.52	./distfold-jobs/output-1hxnA/1hxnA_18.pdb
0.1639	25.81	8.81	./distfold-jobs/output-1hxnA/1hxnA_17.pdb
0.1641	24.42	9.52	./distfold-jobs/output-1hxnA/1hxnA_10.pdb
0.1657	24.33	9.05	./distfold-jobs/output-1hxnA/1hxnA_14.pdb
0.1672	28.45	9.29	./distfold-jobs/output-1hxnA/1hxnA_12.pdb
0.1672	25.84	9.05	./distfold-jobs/output-1hxnA/1hxnA_model3.pdb
0.1686	24.03	9.17	./distfold-jobs/output-1hxnA/1hxnA_13.pdb
0.1689	24.93	9.88	./distfold-jobs/output-1hxnA/1hxnA_1.pdb
0.1698	23.46	9.76	./distfold-jobs/output-1hxnA/1hxnA_16.pdb
0.1705	24.42	9.40	./distfold-jobs/output-1hxnA/1hxnA_model1.pdb
0.1722	20.35	9.52	./distfold-jobs/output-1hxnA/1hxnA_20.pdb
0.1735	23.37	10.24	./distfold-jobs/output-1hxnA/1hxnA_9.pdb
0.1742	25.25	10.00	./distfold-jobs/output-1hxnA/1hxnA_15.pdb
0.1958	23.40	10.83	./distfold-jobs/output-1hxnA/1hxnA_8.pdb
1i1jA
TM	RMSD	GDTTS	MODEL
0.1025	66.80	10.14	./distfold-jobs/output-1i1jA/extended.pdb
0.1510	22.77	15.09	./distfold-jobs/output-1i1jA/1i1jA_model5.pdb
0.1517	22.16	14.15	./distfold-jobs/output-1i1jA/1i1jA_20.pdb
0.1532	19.61	14.15	./distfold-jobs/output-1i1jA/1i1jA_11.pdb
0.1553	22.24	15.09	./distfold-jobs/output-1i1jA/1i1jA_9.pdb
0.1555	20.24	13.44	./distfold-jobs/output-1i1jA/1i1jA_1.pdb
0.1559	22.27	14.86	./distfold-jobs/output-1i1jA/1i1jA_model4.pdb
0.1567	22.12	13.92	./distfold-jobs/output-1i1jA/1i1jA_13.pdb
0.1617	17.44	15.33	./distfold-jobs/output-1i1jA/1i1jA_6.pdb
0.1638	22.52	14.86	./distfold-jobs/output-1i1jA/1i1jA_3.pdb
0.1644	21.48	14.62	./distfold-jobs/output-1i1jA/1i1jA_19.pdb
0.1673	27.42	14.62	./distfold-jobs/output-1i1jA/1i1jA_15.pdb
0.1685	20.64	15.33	./distfold-jobs/output-1i1jA/1i1jA_17.pdb
0.1727	21.07	16.04	./distfold-jobs/output-1i1jA/1i1jA_14.pdb
0.1731	21.59	17.69	./distfold-jobs/output-1i1jA/1i1jA_12.pdb
0.1759	19.24	15.80	./distfold-jobs/output-1i1jA/1i1jA_model3.pdb
0.1797	22.66	16.51	./distfold-jobs/output-1i1jA/1i1jA_5.pdb
0.1835	22.77	16.27	./distfold-jobs/output-1i1jA/1i1jA_model1.pdb
0.1896	21.18	17.45	./distfold-jobs/output-1i1jA/1i1jA_8.pdb
0.2009	21.45	17.22	./distfold-jobs/output-1i1jA/1i1jA_model2.pdb
0.2016	21.06	17.22	./distfold-jobs/output-1i1jA/1i1jA_2.pdb
1i1nA
TM	RMSD	GDTTS	MODEL
0.0676	113.40	5.58	./distfold-jobs/output-1i1nA/extended.pdb
0.1960	28.44	11.38	./distfold-jobs/output-1i1nA/1i1nA_13.pdb
0.1968	26.68	10.94	./distfold-jobs/output-1i1nA/1i1nA_model4.pdb
0.1986	28.74	11.72	./distfold-jobs/output-1i1nA/1i1nA_9.pdb
0.1988	24.39	12.17	./distfold-jobs/output-1i1nA/1i1nA_17.pdb
0.1994	27.54	12.17	./distfold-jobs/output-1i1nA/1i1nA_7.pdb
0.2008	25.61	11.50	./distfold-jobs/output-1i1nA/1i1nA_10.pdb
0.2031	26.63	11.94	./distfold-jobs/output-1i1nA/1i1nA_5.pdb
0.2037	25.95	11.83	./distfold-jobs/output-1i1nA/1i1nA_1.pdb
0.2051	27.20	12.28	./distfold-jobs/output-1i1nA/1i1nA_15.pdb
0.2051	26.52	12.50	./distfold-jobs/output-1i1nA/1i1nA_6.pdb
0.2059	27.15	12.50	./distfold-jobs/output-1i1nA/1i1nA_11.pdb
0.2073	27.01	12.72	./distfold-jobs/output-1i1nA/1i1nA_12.pdb
0.2092	25.23	12.50	./distfold-jobs/output-1i1nA/1i1nA_3.pdb
0.2171	28.18	11.83	./distfold-jobs/output-1i1nA/1i1nA_2.pdb
0.2207	26.97	13.17	./distfold-jobs/output-1i1nA/1i1nA_14.pdb
0.2501	22.25	15.18	./distfold-jobs/output-1i1nA/1i1nA_model5.pdb
0.2600	24.74	15.18	./distfold-jobs/output-1i1nA/1i1nA_model3.pdb
0.2603	25.46	16.29	./distfold-jobs/output-1i1nA/1i1nA_18.pdb
0.2902	26.11	17.75	./distfold-jobs/output-1i1nA/1i1nA_model2.pdb
0.3541	26.27	23.33	./distfold-jobs/output-1i1nA/1i1nA_model1.pdb
1i4jA
TM	RMSD	GDTTS	MODEL
0.1061	68.48	10.68	./distfold-jobs/output-1i4jA/extended.pdb
0.2770	10.82	26.59	./distfold-jobs/output-1i4jA/1i4jA_12.pdb
0.2835	9.37	30.68	./distfold-jobs/output-1i4jA/1i4jA_19.pdb
0.2887	9.35	30.23	./distfold-jobs/output-1i4jA/1i4jA_2.pdb
0.2899	9.14	30.91	./distfold-jobs/output-1i4jA/1i4jA_model5.pdb
0.2938	10.75	27.50	./distfold-jobs/output-1i4jA/1i4jA_7.pdb
0.2956	9.86	28.41	./distfold-jobs/output-1i4jA/1i4jA_model4.pdb
0.2962	10.88	28.86	./distfold-jobs/output-1i4jA/1i4jA_17.pdb
0.2978	8.27	31.36	./distfold-jobs/output-1i4jA/1i4jA_model2.pdb
0.3052	8.83	32.27	./distfold-jobs/output-1i4jA/1i4jA_14.pdb
0.3112	10.25	27.73	./distfold-jobs/output-1i4jA/1i4jA_3.pdb
0.3117	11.24	28.41	./distfold-jobs/output-1i4jA/1i4jA_1.pdb
0.3164	8.45	32.73	./distfold-jobs/output-1i4jA/1i4jA_9.pdb
0.3301	8.16	32.05	./distfold-jobs/output-1i4jA/1i4jA_20.pdb
0.3313	10.04	33.86	./distfold-jobs/output-1i4jA/1i4jA_model3.pdb
0.3317	9.88	29.77	./distfold-jobs/output-1i4jA/1i4jA_11.pdb
0.3324	8.77	34.55	./distfold-jobs/output-1i4jA/1i4jA_15.pdb
0.3374	8.14	33.64	./distfold-jobs/output-1i4jA/1i4jA_model1.pdb
0.3393	8.75	32.27	./distfold-jobs/output-1i4jA/1i4jA_5.pdb
0.3521	7.33	35.00	./distfold-jobs/output-1i4jA/1i4jA_6.pdb
0.3564	8.31	35.68	./distfold-jobs/output-1i4jA/1i4jA_18.pdb
1i58A
TM	RMSD	GDTTS	MODEL
0.0832	102.90	6.88	./distfold-jobs/output-1i58A/extended.pdb
0.2212	18.39	14.81	./distfold-jobs/output-1i58A/1i58A_19.pdb
0.2212	17.45	14.15	./distfold-jobs/output-1i58A/1i58A_1.pdb
0.2385	17.53	16.14	./distfold-jobs/output-1i58A/1i58A_10.pdb
0.2447	16.11	16.01	./distfold-jobs/output-1i58A/1i58A_model3.pdb
0.2574	14.51	16.14	./distfold-jobs/output-1i58A/1i58A_2.pdb
0.2602	18.02	17.46	./distfold-jobs/output-1i58A/1i58A_14.pdb
0.2690	13.51	16.80	./distfold-jobs/output-1i58A/1i58A_6.pdb
